pid,size,color,brand,rrp,mainCategory,category,subCategory,stock,releaseDate,zae,newSize,age
12655,36,rot,adidas,50.73,1,37,3,1,2017-10-01,1,L,
16273,36,gelb,PUMA,50.73,1,37,3,1,2017-10-01,1,L,
19704,36 2/3,gelb,adidas,50.73,1,37,3,2,2017-10-01,1,L,
12435,37 1/3,gold,adidas,50.73,1,37,3,1,2017-11-23,1,L,
12655,37 1/3,rot,adidas,50.73,1,37,3,1,2017-10-01,1,L,
21591,37 1/3,schwarz,adidas,50.73,1,37,3,1,2017-10-01,1,L,
22127,37 1/3,schwarz,adidas,50.73,1,37,3,2,2017-10-01,1,L,
11665,L,schwarz,adidas,50.73,1,7,8,3,2017-10-24,1,L,
12875,L,weiss,adidas,50.73,1,7,8,1,2017-10-24,1,L,
17947,L,orange,adidas,50.73,1,7,8,2,2017-10-24,1,L,
21142,L,grau,adidas,50.73,1,7,8,1,2017-10-24,1,L,
14999,L,schwarz,Hummel,50.73,1,7,8,1,2017-10-01,1,L,
21130,36,schwarz,adidas,50.73,1,37,6,1,2017-10-01,1,L,
14901,37,blau,PUMA,50.73,1,37,6,1,2017-10-01,1,L,
10171,36 2/3,rot,adidas,50.73,1,37,6,1,2017-10-01,1,L,
22214,37 1/3,gold,adidas,50.73,1,37,6,1,2017-11-28,1,L,
10730,L,grau,adidas,50.73,1,7,14,8,2017-10-27,1,L,
11080,L,blau,adidas,50.73,1,7,14,1,2017-10-27,1,L,
16755,L,grau,adidas,50.73,1,7,14,3,2017-10-24,1,L,
19591,L,schwarz,adidas,50.73,1,7,14,4,2017-10-27,1,L,
22081,L,schwarz,adidas,50.73,1,7,14,1,2017-10-25,1,L,
22172,L,rot,Jako,50.73,1,7,14,1,2017-10-01,1,L,
11054,L,gruen,Nike,50.73,1,7,14,5,2017-11-21,1,L,
12028,L,rot,Nike,50.73,1,7,14,13,2017-10-01,1,L,
12771,L,gruen,Nike,50.73,1,7,14,1,2017-10-01,1,L,
13404,L,blau,Nike,50.73,1,7,14,12,2017-10-01,1,L,
14003,L,gelb,Nike,50.73,1,7,14,2,2017-11-21,1,L,
15608,L,schwarz,Nike,50.73,1,7,14,3,2017-10-01,1,L,
16249,L,weiss,Nike,50.73,1,7,14,6,2017-11-21,1,L,
17024,L,blau,Nike,50.73,1,7,14,2,2017-11-21,1,L,
17075,L,rot,Nike,50.73,1,7,14,4,2017-11-21,1,L,
17941,L,blau,Nike,50.73,1,7,14,1,2017-11-21,1,L,
18105,L,schwarz,Nike,50.73,1,7,14,197,2017-10-01,1,L,
18395,L,blau,Nike,50.73,1,7,14,57,2017-10-01,1,L,
18785,L,blau,Nike,50.73,1,7,14,47,2017-10-01,1,L,
20181,L,schwarz,Nike,50.73,1,7,14,35,2017-11-21,1,L,
21999,L,gelb,Nike,50.73,1,7,14,3,2017-10-01,1,L,
22456,L,rot,Nike,50.73,1,7,14,27,2017-10-01,1,L,
11433,L,schwarz,PUMA,50.73,1,7,14,1,2017-10-01,1,L,
14991,L,gruen,PUMA,50.73,1,7,14,1,2017-10-01,1,L,
17489,L,schwarz,PUMA,50.73,1,7,14,3,2017-10-01,1,L,
17513,L,gelb,PUMA,50.73,1,7,14,1,2017-10-01,1,L,
17570,L,rot,PUMA,50.73,1,7,14,17,2017-10-01,1,L,
19419,L,rot,PUMA,50.73,1,7,14,1,2017-10-01,1,L,
19964,L,blau,PUMA,50.73,1,7,14,1,2017-10-01,1,L,
21002,L,schwarz,PUMA,50.73,1,7,14,1,2017-10-01,1,L,
21151,L,schwarz,PUMA,50.73,1,7,14,2,2017-10-01,1,L,
21802,L,blau,PUMA,50.73,1,7,14,1,2017-10-01,1,L,
15473,L ( 152-158 ),rot,Nike,50.73,1,7,14,3,2017-11-22,1,L,
17061,L ( 152-158 ),weiss,Nike,50.73,1,7,14,1,2017-11-22,1,L,
20348,L ( 152-158 ),blau,Nike,50.73,1,7,14,1,2017-11-22,1,L,
22286,L ( 152-158 ),gruen,Nike,50.73,1,7,14,1,2017-11-22,1,L,
10082,L,weiss,adidas,50.73,9,10,14,1,2017-10-01,1,L,
17640,L,blau,adidas,50.73,9,10,14,1,2018-01-05,1,L,
21498,L,schwarz,Jordan,50.73,9,10,14,1,2017-10-01,1,L,
17870,L,blau,Nike,50.73,9,10,14,1,2017-10-01,1,L,
18082,L,schwarz,Nike,50.73,9,10,14,1,2017-10-01,1,L,
10263,L,schwarz,adidas,50.73,1,7,16,1,2017-10-01,1,L,
16597,L,blau,adidas,50.73,1,7,16,35,2017-10-01,1,L,
16604,L,grau,adidas,50.73,1,7,16,2,2017-10-24,1,L,
17321,L,schwarz,adidas,50.73,1,7,16,75,2017-10-27,1,L,
18184,L,schwarz,adidas,50.73,1,7,16,80,2017-10-01,1,L,
18560,L,blau,adidas,50.73,1,7,16,4,2017-10-01,1,L,
19760,L,schwarz,adidas,50.73,1,7,16,85,2017-10-01,1,L,
21088,L,schwarz,adidas,50.73,1,7,16,1,2017-10-27,1,L,
14185,L,schwarz,Erima,50.73,1,7,16,2,2017-10-01,1,L,
15165,L,schwarz,Hummel,50.73,1,7,16,1,2017-10-01,1,L,
19953,L,schwarz,Hummel,50.73,1,7,16,2,2017-10-01,1,L,
12276,L,schwarz,Jako,50.73,1,7,16,1,2017-10-01,1,L,
12375,L,schwarz,Jako,50.73,1,7,16,4,2017-10-01,1,L,
11809,L,blau,Nike,50.73,1,7,16,18,2017-10-01,1,L,
11971,L,blau,Nike,50.73,1,7,16,10,2017-10-01,1,L,
13868,L,blau,Nike,50.73,1,7,16,5,2017-10-01,1,L,
15813,L,schwarz,Nike,50.73,1,7,16,5,2017-10-01,1,L,
16354,L,rot,Nike,50.73,1,7,16,1,2017-10-01,1,L,
18522,L,blau,Nike,50.73,1,7,16,2,2017-11-21,1,L,
19129,L,blau,Nike,50.73,1,7,16,4,2017-10-01,1,L,
19199,L,schwarz,Nike,50.73,1,7,16,7,2017-10-01,1,L,
19288,L,schwarz,Nike,50.73,1,7,16,129,2017-10-01,1,L,
19977,L,schwarz,Nike,50.73,1,7,16,12,2017-11-21,1,L,
21270,L,schwarz,Nike,50.73,1,7,16,8,2017-10-01,1,L,
10415,L,schwarz,PUMA,50.73,1,7,16,3,2017-10-01,1,L,
10633,L,blau,PUMA,50.73,1,7,16,2,2017-10-01,1,L,
12189,L,schwarz,PUMA,50.73,1,7,16,4,2017-10-01,1,L,
21531,L,blau,PUMA,50.73,1,7,16,1,2017-10-01,1,L,
10258,L,schwarz,Uhlsport,50.73,1,7,16,1,2017-10-01,1,L,
14722,L ( 152-158 ),grau,Nike,50.73,1,7,16,6,2017-10-01,1,L,
15340,L ( 152-158 ),blau,Nike,50.73,1,7,16,1,2017-10-01,1,L,
21062,L ( 152-158 ),schwarz,Nike,50.73,1,7,16,2,2017-10-01,1,L,
20717,L ( 40/42 ),schwarz,Nike,50.73,1,7,16,4,2017-11-21,1,L,
18921,L/K,schwarz,Erima,50.73,1,7,16,1,2017-10-01,1,L,
18657,L,schwarz,adidas,50.73,1,7,17,26,2017-10-01,1,L,
11788,L,schwarz,Uhlsport,50.73,1,7,17,1,2017-10-01,1,L,
18005,L,schwarz,Uhlsport,50.73,1,7,17,2,2017-10-01,1,L,
13762,L,blau,adidas,50.73,1,7,20,2,2017-10-01,1,L,
20927,L,schwarz,adidas,50.73,1,7,20,1,2017-10-20,1,L,
18474,L,gruen,Jako,50.73,1,7,20,1,2017-10-01,1,L,
18170,L,schwarz,Nike,50.73,1,7,20,61,2017-11-20,1,L,
18426,L,gruen,Nike,50.73,1,7,20,1,2017-11-20,1,L,
18499,L,rot,Nike,50.73,1,7,20,2,2017-11-20,1,L,
21209,L,blau,Nike,50.73,1,7,20,7,2017-11-20,1,L,
11357,L,blau,PUMA,50.73,1,7,20,2,2017-10-01,1,L,
12183,L,rot,PUMA,50.73,1,7,20,2,2017-10-01,1,L,
20159,L,schwarz,Uhlsport,50.73,1,7,20,1,2017-10-01,1,L,
11523,L ( 152-158 ),blau,Nike,50.73,1,7,20,1,2017-10-01,1,L,
14032,L,blau,adidas,50.73,1,7,21,2,2017-10-01,1,L,
15830,L,weiss,adidas,50.73,1,7,21,1,2017-10-01,1,L,
21666,L,schwarz,adidas,50.73,1,7,21,6,2017-10-01,1,L,
10174,L,rot,Hummel,50.73,1,7,21,2,2017-10-01,1,L,
11646,L,blau,Nike,50.73,1,7,21,1,2017-10-01,1,L,
12552,L ( 152-158 ),grau,Nike,50.73,1,7,21,1,2017-10-01,1,L,
15438,L ( 152-158 ),schwarz,Nike,50.73,1,7,21,2,2017-10-01,1,L,
10439,L,schwarz,adidas,50.73,1,7,22,36,2017-10-01,1,L,
10990,L,schwarz,adidas,50.73,1,7,22,1,2017-10-23,1,L,
11389,L,rot,adidas,50.73,1,7,22,2,2017-10-23,1,L,
13185,L,schwarz,adidas,50.73,1,7,22,6,2017-10-01,1,L,
13441,L,schwarz,adidas,50.73,1,7,22,47,2017-10-01,1,L,
14164,L,schwarz,adidas,50.73,1,7,22,3,2017-10-01,1,L,
14606,L,blau,adidas,50.73,1,7,22,1,2017-10-01,1,L,
15762,L,blau,adidas,50.73,1,7,22,62,2017-10-01,1,L,
18572,L,blau,adidas,50.73,1,7,22,3,2017-10-23,1,L,
19504,L,blau,adidas,50.73,1,7,22,1,2017-10-30,1,L,
10585,L,blau,Nike,50.73,1,7,22,2,2017-11-21,1,L,
10736,L,gruen,Nike,50.73,1,7,22,2,2017-11-21,1,L,
13157,L,gelb,Nike,50.73,1,7,22,1,2017-11-21,1,L,
13375,L,gelb,Nike,50.73,1,7,22,2,2017-10-01,1,L,
14594,L,weiss,Nike,50.73,1,7,22,13,2017-11-21,1,L,
15366,L,schwarz,Nike,50.73,1,7,22,17,2017-10-01,1,L,
16049,L,blau,Nike,50.73,1,7,22,5,2017-10-01,1,L,
18642,L,schwarz,Nike,50.73,1,7,22,6,2017-11-21,1,L,
19905,L,gruen,Nike,50.73,1,7,22,2,2017-10-01,1,L,
16247,L,blau,PUMA,50.73,1,7,22,1,2017-10-01,1,L,
16530,L,gruen,PUMA,50.73,1,7,22,1,2017-10-01,1,L,
11425,L ( 152-158 ),blau,Nike,50.73,1,7,22,1,2017-10-01,1,L,
15953,L ( 152-158 ),schwarz,Nike,50.73,1,7,22,3,2017-10-01,1,L,
10337,L,schwarz,adidas,50.73,1,7,23,1,2017-10-23,1,L,
12111,L,blau,adidas,50.73,1,7,23,1,2017-10-23,1,L,
12470,L,rot,adidas,50.73,1,7,23,2,2017-10-23,1,L,
13293,L,blau,adidas,50.73,1,7,23,1,2017-10-23,1,L,
16343,L,weiss,adidas,50.73,1,7,23,1,2017-10-01,1,L,
21218,L,weiss,adidas,50.73,1,7,23,5,2017-10-23,1,L,
12734,L,rot,Nike,50.73,1,7,23,1,2017-10-01,1,L,
16087,L,blau,Nike,50.73,1,7,23,3,2017-10-01,1,L,
20390,L,schwarz,Nike,50.73,1,7,23,20,2017-10-01,1,L,
10096,L,rot,adidas,50.73,1,7,25,8,2017-10-01,1,L,
11595,L,schwarz,adidas,50.73,1,7,25,1,2017-10-01,1,L,
12063,L,weiss,adidas,50.73,1,7,25,1,2017-10-01,1,L,
12938,L,blau,adidas,50.73,1,7,25,1,2017-10-01,1,L,
20852,L,rot,adidas,50.73,1,7,25,1,2017-10-01,1,L,
12810,L,schwarz,Jordan,50.73,9,10,25,1,2017-10-01,1,L,
17208,L,grau,Jordan,50.73,9,10,25,2,2017-10-01,1,L,
10781,L,weiss,New Balance,50.73,9,10,25,2,2017-10-01,1,L,
14193,L,gruen,New Balance,50.73,9,10,25,1,2017-10-01,1,L,
21089,L,schwarz,Nike,50.73,9,10,25,1,2017-10-01,1,L,
22449,L,blau,Nike,50.73,9,10,25,1,2017-10-01,1,L,
18816,L ( 40/42 ),weiss,Nike,50.73,9,10,25,1,2017-10-01,1,L,
13261,L,rot,Hummel,50.73,1,7,28,1,2017-10-01,1,L,
11039,L,grau,Uhlsport,50.73,1,7,28,1,2017-10-01,1,L,
13977,L ( 152-158 ),gruen,Nike,50.73,1,7,28,4,2017-10-01,1,L,
20840,L ( 152-158 ),grau,Nike,50.73,1,7,28,1,2017-10-01,1,L,
15954,L,rot,Nike,50.73,9,10,35,1,2017-10-01,1,L,
16232,L,grau,Nike,50.73,9,10,35,5,2017-10-01,1,L,
18182,L,grau,Nike,50.73,9,10,35,1,2017-10-01,1,L,
22585,L,schwarz,Nike,50.73,9,10,35,2,2017-10-01,1,L,
15174,L,schwarz,Sport2000,50.73,9,10,35,1,2017-10-13,1,L,
16648,L ( 152-158 ),grau,Nike,50.73,9,10,35,1,2017-10-01,1,L,
21730,L ( 40/42 ),grau,Sport2000,50.73,9,10,35,1,2017-10-01,1,L,
20808,L ( 44 ),schwarz,adidas,50.73,9,10,35,1,2017-12-04,1,L,
18574,43 1/3,grau,adidas,50.73,9,18,38,1,2017-12-12,1,L,
18574,44 2/3,grau,adidas,50.73,9,18,38,3,2017-12-12,1,L,
14718,L,schwarz,adidas,50.73,1,7,41,1,2017-10-01,1,L,
20828,L,schwarz,adidas,50.73,15,16,,149,2017-11-16,1,L,
17820,L,gelb,Nike,50.73,15,16,,2,2017-10-01,1,L,
14346,L,rot,Under Armour,50.73,15,16,,5,2017-10-01,1,L,
15169,L,schwarz,Under Armour,50.73,15,16,,9,2017-10-01,1,L,
17705,L,grau,Under Armour,50.73,15,16,,1,2017-10-01,1,L,
19010,L,grau,Under Armour,50.73,15,16,,5,2017-10-01,1,L,
21041,L,weiss,Under Armour,50.73,15,16,,8,2017-10-01,1,L,
12427,L,grau,Nike,50.73,15,24,,1,2017-10-01,1,L,
14179,L,orange,Nike,50.73,15,24,,1,2017-10-01,1,L,
18683,L,blau,Nike,50.73,15,24,,1,2017-10-01,1,L,
12884,L ( 152-158 ),schwarz,Nike,50.73,15,24,,1,2017-10-01,1,L,
21516,L ( 152-158 ),schwarz,Nike,50.73,15,24,,1,2017-10-01,1,L,
16101,L,schwarz,Jako,50.73,15,33,,1,2017-10-01,1,L,
14071,L,rot,Nike,50.73,15,33,,1,2017-10-01,1,L,
19331,L,schwarz,Nike,50.73,15,33,,1,2017-10-01,1,L,
12172,L,schwarz,PUMA,50.73,15,33,,2,2017-12-22,1,L,
20469,L ( 152-158 ),schwarz,Nike,50.73,15,33,,1,2017-10-01,1,L,
22575,"YLG 147,5-157,5",schwarz,Under Armour,50.73,15,16,,2,2017-10-01,1,L,
11230,"YLG 147,5-157,5",weiss,Under Armour,50.73,15,33,,1,2017-10-01,1,L,
11983,"YLG 147,5-157,5",blau,Under Armour,50.73,15,33,,1,2017-10-01,1,L,
17375,"YLG 147,5-157,5",weiss,Under Armour,50.73,15,33,,1,2017-10-01,1,L,
20732,L,grau,Jako,53.27,1,7,22,1,2017-10-01,1,L,
14310,L,rot,PUMA,54.54,1,7,14,2,2017-10-01,1,L,
16041,L,rot,PUMA,54.54,1,7,14,1,2017-10-01,1,L,
20667,L,gruen,PUMA,54.54,1,7,14,2,2017-10-01,1,L,
16598,L,schwarz,PUMA,54.54,1,7,22,1,2017-10-01,1,L,
18023,L,gruen,PUMA,54.54,1,7,22,1,2017-10-01,1,L,
10570,37 1/3,schwarz,adidas,57.08,1,37,3,1,2017-11-15,1,L,
11766,37 1/3,schwarz,adidas,57.08,1,37,3,2,2017-11-22,1,L,
16019,37 1/3,weiss,adidas,57.08,1,37,3,1,2017-10-01,1,L,
18836,37 1/3,schwarz,adidas,57.08,1,37,3,1,2017-11-23,1,L,
13963,36 2/3,schwarz,adidas,57.08,1,37,5,1,2017-11-28,1,L,
19864,36 2/3,schwarz,adidas,57.08,1,37,5,1,2017-10-01,1,L,
20277,36 2/3,schwarz,adidas,57.08,1,37,5,1,2017-11-28,1,L,
10527,37 1/3,schwarz,adidas,57.08,1,37,5,1,2017-11-21,1,L,
16677,37 1/3,schwarz,adidas,57.08,1,37,5,1,2017-11-21,1,L,
20277,37 1/3,schwarz,adidas,57.08,1,37,5,1,2017-11-28,1,L,
12086,37 1/3,schwarz,adidas,57.08,1,37,6,1,2017-11-21,1,L,
15424,37 1/3,gelb,adidas,57.08,1,37,6,1,2017-10-01,1,L,
14004,L,schwarz,adidas,57.08,1,7,14,6,2017-11-08,1,L,
15794,L,gruen,adidas,57.08,1,7,14,2,2017-11-08,1,L,
16308,L,grau,adidas,57.08,1,7,14,2,2017-11-06,1,L,
22244,L,rot,adidas,57.08,1,7,14,6,2017-10-01,1,L,
22531,L,rot,adidas,57.08,1,7,14,3,2017-11-08,1,L,
20580,L,rot,Jako,57.08,1,7,14,1,2017-10-01,1,L,
20888,L,schwarz,Jako,57.08,1,7,14,1,2017-10-01,1,L,
13331,L,blau,Nike,57.08,1,7,14,14,2017-11-22,1,L,
14675,L,schwarz,Nike,57.08,1,7,14,2,2017-12-15,1,L,
16984,L,rot,Nike,57.08,1,7,14,10,2017-11-22,1,L,
20508,L,schwarz,Nike,57.08,1,7,14,181,2017-11-22,1,L,
21572,L,weiss,Nike,57.08,1,7,14,16,2017-11-22,1,L,
22167,L,blau,Nike,57.08,1,7,14,31,2017-11-22,1,L,
22609,L,gelb,Nike,57.08,1,7,14,11,2017-11-22,1,L,
13376,L,schwarz,PUMA,57.08,1,7,14,1,2017-10-01,1,L,
10456,L ( 152-158 ),grau,Nike,57.08,1,7,14,2,2017-10-01,1,L,
17496,L ( 152-158 ),blau,Nike,57.08,1,7,14,2,2017-10-01,1,L,
18019,L ( 152-158 ),rot,Nike,57.08,1,7,14,5,2017-10-01,1,L,
18867,L ( 152-158 ),schwarz,Nike,57.08,1,7,14,15,2017-10-01,1,L,
20605,L ( 152-158 ),blau,Nike,57.08,1,7,14,3,2017-10-01,1,L,
14564,L,weiss,Jordan,57.08,9,10,14,2,2017-12-12,1,L,
20660,L,schwarz,Jordan,57.08,9,10,14,1,2017-12-12,1,L,
17265,L ( 40/42 ),schwarz,Nike,57.08,9,10,14,1,2017-10-01,1,L,
11249,L,grau,adidas,57.08,1,7,16,2,2017-10-20,1,L,
14432,L,schwarz,adidas,57.08,1,7,16,1,2017-11-02,1,L,
17149,L,schwarz,Erima,57.08,1,7,16,1,2017-10-01,1,L,
22112,L,schwarz,Erima,57.08,1,7,16,1,2017-10-01,1,L,
14950,L,schwarz,Hummel,57.08,1,7,16,1,2017-10-01,1,L,
14607,L,schwarz,Jako,57.08,1,7,16,1,2017-10-01,1,L,
22809,L,blau,Jako,57.08,1,7,16,1,2017-10-01,1,L,
11957,L,grau,Nike,57.08,1,7,16,4,2017-10-01,1,L,
13036,L,blau,Nike,57.08,1,7,16,1,2017-10-01,1,L,
16673,L,schwarz,Nike,57.08,1,7,16,2,2017-10-01,1,L,
11168,L,schwarz,PUMA,57.08,1,7,16,4,2017-10-01,1,L,
20387,L,grau,PUMA,57.08,1,7,16,5,2017-10-01,1,L,
19845,L,schwarz,Hummel,57.08,1,7,17,1,2017-10-01,1,L,
16889,L,schwarz,Uhlsport,57.08,1,7,17,1,2017-10-01,1,L,
14092,L,schwarz,PUMA,57.08,1,7,20,1,2017-10-01,1,L,
19685,L,rot,PUMA,57.08,1,7,20,1,2017-10-01,1,L,
10157,L,schwarz,Nike,57.08,1,7,21,2,2017-10-01,1,L,
15106,L,weiss,Nike,57.08,1,7,21,1,2017-10-01,1,L,
20116,L,schwarz,Nike,57.08,1,7,21,2,2017-10-01,1,L,
22409,L,rot,Nike,57.08,1,7,21,2,2017-10-01,1,L,
12101,L ( 152-158 ),weiss,Nike,57.08,1,7,21,1,2017-10-01,1,L,
13579,L,schwarz,Jako,57.08,1,7,22,1,2017-10-01,1,L,
13997,L,grau,Nike,57.08,1,7,22,3,2017-10-01,1,L,
16172,L,rot,Nike,57.08,1,7,22,7,2017-10-01,1,L,
16268,L,schwarz,adidas,57.08,1,7,25,1,2017-11-06,1,L,
11835,L,blau,Nike,57.08,9,10,35,2,2017-10-01,1,L,
17393,L,grau,Nike,57.08,9,10,35,2,2017-10-01,1,L,
18472,L,schwarz,Nike,57.08,9,10,35,5,2017-10-01,1,L,
19450,L,grau,Nike,57.08,9,10,35,5,2017-10-01,1,L,
19744,L,gruen,Nike,57.08,9,10,35,1,2017-10-01,1,L,
10839,L ( 152-158 ),grau,Nike,57.08,9,10,35,1,2017-10-01,1,L,
12394,L ( 152-158 ),grau,Nike,57.08,9,10,35,1,2017-10-01,1,L,
18394,L ( 152-158 ),schwarz,Nike,57.08,9,10,35,1,2017-10-01,1,L,
10203,L ( 40/42 ),grau,Nike,57.08,9,10,35,2,2017-10-01,1,L,
13031,L ( 40/42 ),grau,Nike,57.08,9,10,35,2,2017-10-01,1,L,
15506,L ( 40/42 ),schwarz,Nike,57.08,9,10,35,1,2017-10-01,1,L,
17938,L ( 40/42 ),rot,Nike,57.08,9,10,35,1,2017-10-01,1,L,
19200,L,schwarz,Jordan,57.08,9,10,42,1,2017-10-01,1,L,
22033,L,rot,Nike,57.08,9,10,42,1,2017-10-01,1,L,
17218,L,schwarz,Nike,57.08,15,16,,6,2017-10-01,1,L,
18806,L,blau,Nike,57.08,15,16,,2,2017-10-01,1,L,
19909,L,grau,Nike,57.08,15,16,,2,2017-10-01,1,L,
17240,L,schwarz,PUMA,57.08,15,16,,4,2017-10-01,1,L,
16615,L,schwarz,Uhlsport,57.08,15,16,,3,2017-10-01,1,L,
15097,L,schwarz,adidas,57.08,15,33,,2,2017-10-01,1,L,
20622,L,grau,adidas,57.08,15,33,,2,2017-10-01,1,L,
10361,L,schwarz,Nike,57.08,15,33,,1,2017-10-01,1,L,
19661,L,grau,Nike,57.08,15,33,,6,2017-10-01,1,L,
10931,L ( 152-158 ),lila,Nike,57.08,15,33,,1,2017-10-01,1,L,
16881,L ( 152-158 ),gelb,Nike,57.08,15,33,,1,2017-10-01,1,L,
17547,L,schwarz,Jako,60.89,1,7,14,1,2017-10-01,1,L,
11678,45,blau,Lotto,63.43,1,2,3,1,2017-10-01,1,L,
11678,"43,5",blau,Lotto,63.43,1,2,3,1,2017-10-01,1,L,
11477,36,weiss,Nike,63.43,1,37,3,1,2017-10-01,1,L,
12442,36,blau,Nike,63.43,1,37,3,1,2017-10-01,1,L,
20467,36,gelb,Under Armour,63.43,1,37,3,1,2017-10-01,1,L,
10077,"36,5",gelb,Nike,63.43,1,37,3,1,2017-10-01,1,L,
10671,36,rot,Nike,63.43,1,37,5,1,2017-10-01,1,L,
13435,36,schwarz,Under Armour,63.43,1,37,5,1,2017-10-01,1,L,
20648,"36,5",orange,Nike,63.43,1,37,5,1,2017-10-01,1,L,
20982,"36,5",schwarz,Nike,63.43,1,37,5,1,2017-10-01,1,L,
11166,36,schwarz,Nike,63.43,1,37,6,1,2017-10-01,1,L,
16485,36,schwarz,Nike,63.43,1,37,6,1,2017-10-01,1,L,
21370,"36,5",rot,Nike,63.43,1,37,6,1,2017-10-01,1,L,
11501,L,blau,adidas,63.43,1,7,14,3,2017-10-01,1,L,
11826,L,blau,adidas,63.43,1,7,14,3,2017-10-01,1,L,
12577,L,rot,adidas,63.43,1,7,14,15,2017-10-01,1,L,
15256,L,schwarz,adidas,63.43,1,7,14,1,2017-10-01,1,L,
15790,L,blau,adidas,63.43,1,7,14,4,2017-10-01,1,L,
16804,L,rot,adidas,63.43,1,7,14,2,2017-10-01,1,L,
16902,L,blau,adidas,63.43,1,7,14,11,2017-10-01,1,L,
17405,L,rot,adidas,63.43,1,7,14,1,2017-10-01,1,L,
18969,L,gruen,adidas,63.43,1,7,14,2,2017-10-01,1,L,
20463,L,blau,adidas,63.43,1,7,14,3,2017-10-01,1,L,
20803,L,grau,adidas,63.43,1,7,14,1,2017-10-01,1,L,
21405,L,schwarz,adidas,63.43,1,7,14,6,2017-10-01,1,L,
21980,L,schwarz,adidas,63.43,1,7,14,2,2017-10-01,1,L,
22711,L,weiss,adidas,63.43,1,7,14,6,2017-10-01,1,L,
10675,L,schwarz,Hummel,63.43,1,7,14,1,2017-10-01,1,L,
14533,L,schwarz,Jako,63.43,1,7,14,2,2017-10-01,1,L,
13198,L,rot,Nike,63.43,1,7,14,11,2017-10-01,1,L,
15064,L,grau,Nike,63.43,1,7,14,19,2017-10-01,1,L,
15306,L,blau,Nike,63.43,1,7,14,4,2017-10-01,1,L,
19505,L,schwarz,Nike,63.43,1,7,14,41,2017-10-01,1,L,
19962,L,blau,Nike,63.43,1,7,14,1,2017-10-01,1,L,
11386,L ( 152-158 ),blau,Nike,63.43,1,7,14,1,2017-10-01,1,L,
14915,L ( 152-158 ),schwarz,Nike,63.43,1,7,14,1,2017-10-01,1,L,
10943,L,schwarz,Jordan,63.43,9,10,14,2,2018-01-12,1,L,
13339,L,grau,Nike,63.43,9,10,14,12,2017-10-01,1,L,
15413,L,schwarz,Nike,63.43,9,10,14,3,2017-10-01,1,L,
18415,L,grau,Nike,63.43,9,10,14,8,2017-10-01,1,L,
19231,L ( 40/42 ),grau,Nike,63.43,9,10,14,3,2017-10-01,1,L,
19393,L ( 40/42 ),pink,Nike,63.43,9,10,14,1,2017-10-01,1,L,
22462,L ( 40/42 ),schwarz,Nike,63.43,9,10,14,1,2017-10-01,1,L,
12519,L,schwarz,adidas,63.43,1,7,16,8,2017-10-23,1,L,
13474,L,blau,adidas,63.43,1,7,16,6,2017-10-01,1,L,
13913,L,schwarz,adidas,63.43,1,7,16,2,2017-10-27,1,L,
14264,L,schwarz,adidas,63.43,1,7,16,1,2017-10-01,1,L,
14608,L,grau,adidas,63.43,1,7,16,3,2017-10-27,1,L,
17403,L,blau,adidas,63.43,1,7,16,11,2017-10-01,1,L,
19266,L,schwarz,adidas,63.43,1,7,16,1,2017-10-01,1,L,
21282,L,schwarz,adidas,63.43,1,7,16,36,2017-10-01,1,L,
10305,L,schwarz,Erima,63.43,1,7,16,1,2017-10-01,1,L,
13540,L,grau,Hummel,63.43,1,7,16,1,2017-10-01,1,L,
12952,L ( 152-158 ),blau,Nike,63.43,1,7,16,3,2017-10-01,1,L,
20131,L ( 152-158 ),blau,Nike,63.43,1,7,16,2,2017-10-01,1,L,
22618,L ( 152-158 ),schwarz,Nike,63.43,1,7,16,27,2017-10-01,1,L,
19266,L/T,schwarz,adidas,63.43,1,7,16,3,2017-10-01,1,L,
19259,L,rot,adidas,63.43,1,7,17,1,2017-10-01,1,L,
15030,L,schwarz,Jako,63.43,1,7,17,1,2017-10-01,1,L,
18065,L,schwarz,Reusch,63.43,1,7,17,1,2017-10-01,1,L,
16007,L,blau,Jako,63.43,1,7,20,1,2017-10-01,1,L,
12828,L ( 152-158 ),rot,Nike,63.43,1,7,20,1,2017-10-01,1,L,
11123,L,gruen,adidas,63.43,1,7,21,2,2017-11-07,1,L,
11254,L,schwarz,adidas,63.43,1,7,21,1,2017-11-07,1,L,
11299,L,weiss,adidas,63.43,1,7,21,1,2017-10-01,1,L,
12034,L,blau,adidas,63.43,1,7,21,3,2017-10-01,1,L,
15369,L,blau,adidas,63.43,1,7,21,3,2017-10-01,1,L,
19063,L,schwarz,adidas,63.43,1,7,21,1,2017-10-01,1,L,
12785,L,rot,Nike,63.43,1,7,21,1,2017-10-01,1,L,
14395,L,blau,Nike,63.43,1,7,21,1,2017-10-01,1,L,
22069,L,pink,Nike,63.43,1,7,21,2,2017-10-01,1,L,
22341,L,weiss,Nike,63.43,1,7,21,4,2017-10-01,1,L,
10514,L,schwarz,adidas,63.43,1,7,22,1,2017-10-19,1,L,
14920,L,grau,adidas,63.43,1,7,22,1,2017-10-19,1,L,
15983,L,rot,adidas,63.43,1,7,22,1,2017-10-19,1,L,
17587,L,weiss,adidas,63.43,1,7,22,1,2017-10-19,1,L,
11009,L,schwarz,Nike,63.43,1,7,22,5,2017-10-01,1,L,
